	Course	Section	Faculty	Time	Room	Seats Available	
['2847.', 'MIC315', '1', 'NBb', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'SAC404', '0']
['2848.', 'MIC315', '2', 'SBI', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'SAC404', '0']
['2849.', 'MIC316', '1', 'SBI', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'SAC209', '0']
['2850.', 'MIC316/MIC402', '2', 'JSJ', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'SAC403', '0']
['2851.', 'MIC316L', '1', 'SBI', 'M', '10:20', 'AM', '-', '12:30', 'PM', 'SAC413', '0']
['2852.', 'MIC317', '1', 'Fddn', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'SAC403', '0']
['2853.', 'MIC317', '2', 'Fddn', 'ST', '04:10', 'PM', '-', '05:10', 'PM', 'SAC403', '0']
['2854.', 'MIC317L', '1', 'Fddn', 'M', '10:20', 'AM', '-', '12:30', 'PM', 'SAC413_v2', '1']
['2855.', 'MIC317L', '2', 'Fddn', 'M', '10:20', 'AM', '-', '12:30', 'PM', 'SAC413_V', '0']
['2856.', 'MIC317L', '3', 'Fddn', 'W', '10:20', 'AM', '-', '12:30', 'PM', 'SAC413', '1']
['2857.', 'MIC317L', '4', 'Fddn', 'W', '10:20', 'AM', '-', '12:30', 'PM', 'SAC413_V', '0']
['2858.', 'MIC401', '1', 'SBI', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'SAC403', '0']
['2859.', 'MIC408', '1', 'TBA', 'TBA', 'TBA', '0']
['2860.', 'MIC412', '1', 'Fddn', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'SAC404', '0']
['2861.', 'MIC412', '2', 'AAM4', 'RA', '05:20', 'PM', '-', '06:20', 'PM', 'SAC404', '1']
['2862.', 'MIC413', '1', 'SGAH', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'SAC403', '0']
['2863.', 'MIC407/MIC413', '2', 'SGAH', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'SAC403', '0']
['2864.', 'MIC413L', '1', 'KFR', 'W', '03:00', 'PM', '-', '05:10', 'PM', 'SAC413', '0']
['2865.', 'MIC413L', '2', 'KFR', 'W', '03:00', 'PM', '-', '05:10', 'PM', 'SAC413_V', '0']
['2866.', 'MIC413L', '3', 'KFR', 'M', '05:20', 'PM', '-', '07:30', 'PM', 'SAC413', '0']
['2867.', 'MIC414', '1', 'SRS1', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'SAC403', '0']
['2868.', 'MIC414L', '1', 'SRS1', 'T', '12:40', 'PM', '-', '02:50', 'PM', 'SAC413_V', '0']
['2869.', 'MIC415', '1', 'KSP', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'SAC407', '0']
['2870.', 'MIC415L', '1', 'SRS1', 'S', '03:00', 'PM', '-', '05:10', 'PM', 'SAC413', '0']
['2871.', 'MIC415L', '2', 'SRS1', 'T', '12:40', 'PM', '-', '02:50', 'PM', 'SAC413', '0']
['2872.', 'MIC498', '1', 'TBA', 'TBA', 'TBA', '0']
['2873.', 'MIC498', '2', 'TBA', 'TBA', 'TBA', '0']
['2874.', 'MIC498', '3', 'TBA', 'TBA', 'TBA', '0']
['2875.', 'MIC498', '4', 'TBA', 'TBA', 'TBA', '0']
['2876.', 'MIC498', '5', 'TBA', 'TBA', 'TBA', '0']
['2877.', 'MIC498', '6', 'TBA', 'TBA', 'TBA', '0']
['2878.', 'MIC498', '7', 'TBA', 'TBA', 'TBA', '1']
['2879.', 'MIC498', '8', 'TBA', 'TBA', 'TBA', '3']
['2880.', 'MIS107', '1', 'NwA', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'NAC405', '3']
['2881.', 'MIS107', '2', 'KMS2', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC204', '0']
['2882.', 'MIS107', '3', 'NwA', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC404', '2']
['2883.', 'MIS107', '4', 'AIK', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC305', '0']
['2884.', 'MIS107', '5', 'Ayn', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC204', '0']
['2885.', 'MIS107', '6', 'KMS2', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC209', '0']
['2886.', 'MIS107', '7', 'KMS2', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC305', '0']
['2887.', 'MIS107', '8', 'AIK', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC502', '0']
['2888.', 'MIS107', '9', 'Ayn', 'ST', '03:00', 'PM', '-', '04:00', 'PM', 'NAC204', '0']
['2889.', 'MIS107', '10', 'YAR', 'ST', '03:00', 'PM', '-', '04:00', 'PM', 'NAC310', '0']
['2890.', 'MIS107', '11', 'YAR', 'ST', '05:20', 'PM', '-', '06:20', 'PM', 'NAC205', '2']
['2891.', 'MIS107', '12', 'ASA1', 'ST', '05:20', 'PM', '-', '06:20', 'PM', 'NAC404', '0']
['2892.', 'MIS107', '13', 'NwA', 'MW', '08:00', 'AM', '-', '09:00', 'AM', 'NAC405', '6']
['2893.', 'MIS107', '14', 'NwA', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC405', '4']
['2894.', 'MIS107', '15', 'NwA', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC403', '2']
['2895.', 'MIS107', '16', 'AIK', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC505', '0']
['2896.', 'MIS107', '17', 'Ayn', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC205', '2']
['2897.', 'MIS107', '18', 'NOA', 'RA', '08:00', 'AM', '-', '09:00', 'AM', 'NAC205', '0']
['2898.', 'MIS107', '19', 'AbKr', 'RA', '08:00', 'AM', '-', '09:00', 'AM', 'NAC209', '0']
['2899.', 'MIS107', '20', 'MMS3', 'RA', '08:00', 'AM', '-', '09:00', 'AM', 'NAC505', '1']
['2900.', 'MIS107', '21', 'AbKr', 'RA', '09:10', 'AM', '-', '10:10', 'AM', 'NAC204', '1']
['2901.', 'MIS107', '22', 'Mki', 'RA', '09:10', 'AM', '-', '10:10', 'AM', 'NAC404', '0']
['2902.', 'MIS107', '23', 'MMS3', 'RA', '10:20', 'AM', '-', '11:20', 'AM', 'NAC405', '0']
['2903.', 'MIS107', '24', 'MMS3', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'NAC204', '0']
['2904.', 'MIS107', '25', 'Mki', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'NAC305', '0']
['2905.', 'MIS107', '26', 'AbKr', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'NAC206', '0']
['2906.', 'MIS107', '27', 'YSN', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'NAC404', '0']
['2907.', 'MIS107', '28', 'ASA1', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'NAC205', '0']
['2908.', 'MIS107', '29', 'YSN', 'RA', '04:10', 'PM', '-', '05:10', 'PM', 'NAC403', '0']
['2909.', 'MIS107', '30', 'YSN', 'RA', '05:20', 'PM', '-', '06:20', 'PM', 'NAC403', '0']
['2910.', 'MIS107', '31', 'ASA1', 'RA', '05:20', 'PM', '-', '06:20', 'PM', 'NAC404', '0']
['2911.', 'MIS107', '32', 'Mki', 'RA', '08:00', 'AM', '-', '09:00', 'AM', 'SAC513', '0']
['2912.', 'MIS107', '33', 'ASA1', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC206', '0']
['2913.', 'MIS107', '34', 'YSN', 'ST', '05:20', 'PM', '-', '06:20', 'PM', 'NAC505', '0']
['2914.', 'MIS107', '35', 'RZZ', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'NAC206', '3']
['2915.', 'MIS207', '1', 'MST1', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC405', '1']
['2916.', 'MIS207', '2', 'AIK', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC403', '1']
['2917.', 'MIS207', '3', 'Ayn', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC206', '0']
['2918.', 'MIS207', '4', 'AIK', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC403', '0']
['2919.', 'MIS207', '5', 'MST1', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC502', '0']
['2920.', 'MIS207', '6', 'Ayn', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC204', '1']
['2921.', 'MIS207', '7', 'NOA', 'RA', '10:20', 'AM', '-', '11:20', 'AM', 'NAC304', '0']
['2922.', 'MIS207', '8', 'MMb', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'NAC304', '0']
['2923.', 'MIS207', '9', 'YAR', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'NAC502', '2']
['2924.', 'MIS207', '10', 'NOA', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'NAC205', '1']
['2925.', 'MIS207', '11', 'MMb', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'NAC403', '0']
['2926.', 'MIS207', '12', 'YAR', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'NAC405', '7']
['2927.', 'MIS207', '13', 'Mki', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC404', '0']
['2928.', 'MIS207', '14', 'MMb', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'NAC310', '0']
['2929.', 'MIS207', '15', 'YAR', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'NAC502', '5']
['2930.', 'MIS207', '16', 'RZZ', 'RA', '08:00', 'AM', '-', '09:00', 'AM', 'SAC801A', '1']
['2931.', 'MIS207', '17', 'YAR', 'RA', '04:10', 'PM', '-', '05:10', 'PM', 'NAC502', '5']
['2932.', 'MIS207', '18', 'RZZ', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'SAC513', '1']
['2933.', 'MIS207', '20', 'NOA', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'NAC205', '1']
['2934.', 'MIS210', '1', 'RZZ', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'NAC513', '8']
['2935.', 'MIS310', '1', 'KMS2', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC206', '0']
['2936.', 'MIS320', '1', 'KMS2', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC404', '9']
['2937.', 'MIS450', '1', 'NwA', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC204', '41']
['2938.', 'MIS470', '1', 'MST1', 'ST', '04:10', 'PM', '-', '05:10', 'PM', 'NAC205', '26']
['2939.', 'MIS652', '1', 'MRq', 'A', '04:40', 'PM', '-', '06:40', 'PM', 'NAC512', '9']
['2940.', 'MIS653', '1', 'MRq', 'A', '07:00', 'PM', '-', '09:00', 'PM', 'NAC991', '16']
['2941.', 'MIS657', '1', 'MdMI', 'W', '07:00', 'PM', '-', '09:00', 'PM', 'NAC501', '12']
['2942.', 'MIS662', '1', 'MdMI', 'F', '10:00', 'AM', '-', '12:00', 'PM', 'NAC513', '23']
['2943.', 'MKT202', '1', 'AFMo', 'ST', '04:10', 'PM', '-', '05:10', 'PM', 'NAC216', '0']
['2944.', 'MKT202', '2', 'AFMo', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC214', '1']
['2945.', 'MKT202', '3', 'FCh', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC207', '10']
['2946.', 'MKT202', '4', 'FCh', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC216', '15']
['2947.', 'MKT202', '5', 'FCh', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC216', '22']
['2948.', 'MKT202', '6', 'FdF', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'NAC303', '0']
['2949.', 'MKT202', '7', 'FdF', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'NAC303', '0']
['2950.', 'MKT202', '8', 'FHZ', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC208', '0']
['2951.', 'MKT202', '9', 'FHZ', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC216', '0']
['2952.', 'MKT202', '10', 'TFz', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC216', '1']
['2953.', 'MKT202', '11', 'Fss', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC214', '0']
['2954.', 'MKT202', '12', 'FHZ', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC208', '0']
['2955.', 'MKT202', '14', 'FdF', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC208', '0']
['2956.', 'MKT202', '15', 'MTUI', 'ST', '04:10', 'PM', '-', '05:10', 'PM', 'NAC303', '8']
['2957.', 'MKT202', '16', 'MTUI', 'RA', '04:10', 'PM', '-', '05:10', 'PM', 'NAC208', '2']
['2958.', 'MKT202', '17', 'MTUI', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'NAC306', '0']
['2959.', 'MKT202', '18', 'NHSU', 'RA', '09:10', 'AM', '-', '10:10', 'AM', 'NAC216', '0']
['2960.', 'MKT202', '19', 'NHSU', 'RA', '10:20', 'AM', '-', '11:20', 'AM', 'NAC303', '0']
['2961.', 'MKT202', '20', 'NYM', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC208', '0']
['2962.', 'MKT202', '21', 'NYM', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC201', '0']
['2963.', 'MKT202', '22', 'NYM', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC207', '0']
['2964.', 'MKT202', '23', 'Onf', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC208', '10']
['2965.', 'MKT202', '24', 'Sne', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC216', '5']
['2966.', 'MKT202', '25', 'SSA1', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC303', '0']
['2967.', 'MKT202', '26', 'SSA1', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'SAC202', '2']
['2968.', 'MKT202', '27', 'SSA1', 'ST', '05:20', 'PM', '-', '06:20', 'PM', 'NAC301', '3']
['2969.', 'MKT202', '28', 'SSq1', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC216', '0']
['2970.', 'MKT202', '29', 'SSq1', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'NAC207', '1']
['2971.', 'MKT202', '30', 'SSq1', 'ST', '03:00', 'PM', '-', '04:00', 'PM', 'NAC216', '0']
['2972.', 'MKT202', '31', 'SSq1', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'NAC208', '0']
['2973.', 'MKT202', '32', 'TFz', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'NAC303', '0']
['2974.', 'MKT202', '33', 'MEv', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC303', '0']
['2975.', 'MKT202', '34', 'MTUI', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'NAC208', '16']
['2976.', 'MKT202', '35', 'SSq1', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'NAC303', '10']
['2977.', 'MKT202', '37', 'EhN', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC301', '13']
['2978.', 'MKT330', '1', 'EhN', 'RA', '09:10', 'AM', '-', '10:10', 'AM', 'NAC306', '11']
['2979.', 'MKT330', '2', 'EhN', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'NAC207', '3']
['2980.', 'MKT330', '3', 'EhN', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'NAC208', '0']
['2981.', 'MKT330', '4', 'FNa1', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC306', '0']
['2982.', 'MKT330', '5', 'FNa1', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC306', '1']
['2983.', 'MKT330', '6', 'MEv', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC508', '0']
['2984.', 'MKT330', '7', 'MEv', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC215', '0']
['2985.', 'MKT330', '8', 'MEv', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC303', '0']
['2986.', 'MKT330', '9', 'NYM', 'RA', '09:10', 'AM', '-', '10:10', 'AM', 'NAC303', '0']
['2987.', 'MKT330', '10', 'NYM', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'NAC209', '0']
['2988.', 'MKT330', '11', 'ZMC', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC207', '0']
['2989.', 'MKT337', '1', 'EhN', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC216', '0']
['2990.', 'MKT337', '2', 'EhN', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC207', '0']
['2991.', 'MKT337', '3', 'FNa1', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC306', '0']
['2992.', 'MKT337', '4', 'FNa1', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC306', '6']
['2993.', 'MKT337', '5', 'FNa1', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC214', '0']
['2994.', 'MKT337', '6', 'Fss', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC216', '0']
['2995.', 'MKT337', '7', 'Onf', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC509', '7']
['2996.', 'MKT337', '8', 'RfE', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC510', '0']
['2997.', 'MKT337', '9', 'Sne', 'ST', '03:00', 'PM', '-', '04:00', 'PM', 'NAC301', '4']
['2998.', 'MKT337', '10', 'Sne', 'ST', '04:10', 'PM', '-', '05:10', 'PM', 'NAC301', '5']
['2999.', 'MKT344', '1', 'FCh', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC511', '25']
['3000.', 'MKT344', '2', 'FCh', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC303', '1']
['3001.', 'MKT344', '3', 'Fzy', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC208', '18']
['3002.', 'MKT344', '4', 'Fzy', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC207', '0']
['3003.', 'MKT344', '5', 'IJS', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'NAC306', '1']
['3004.', 'MKT344', '6', 'IJS', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC510', '0']
['3005.', 'MKT344', '7', 'IJS', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC306', '0']
['3006.', 'MKT344', '8', 'MHHS', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC511', '11']
['3007.', 'MKT344', '9', 'Onf', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC303', '8']
['3008.', 'MKT344', '10', 'Onf', 'ST', '03:00', 'PM', '-', '04:00', 'PM', 'NAC306', '24']
['3009.', 'MKT344', '11', 'SKI', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC208', '1']
['3010.', 'MKT344', '12', 'SKI', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC303', '1']
['3011.', 'MKT344', '13', 'RfE', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'NAC993', '2']
['3012.', 'MKT355', '1', 'MHZ', 'RA', '10:20', 'AM', '-', '11:20', 'AM', 'NAC306', '9']
['3013.', 'MKT355', '2', 'MHZ', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'NAC306', '2']
['3014.', 'MKT355', '3', 'ZbR', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC306', '0']
['3015.', 'MKT382', '1', 'Fzy', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC303', '13']
['3016.', 'MKT382', '2', 'MeI', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC510', '15']
['3017.', 'MKT382', '4', 'SKI', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC511', '11']
['3018.', 'MKT382', '5', 'SSA1', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC207', '10']
['3019.', 'MKT382', '6', 'SSA1', 'ST', '03:00', 'PM', '-', '04:00', 'PM', 'NAC207', '15']
['3020.', 'MKT382', '7', 'TMu', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC216', '14']
['3021.', 'MKT412', '1', 'IJS', 'MW', '08:00', 'AM', '-', '09:00', 'AM', 'NAC215', '0']
['3022.', 'MKT412', '2', 'IJS', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC303', '0']
['3023.', 'MKT412', '3', 'SKI', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC503', '2']
['3024.', 'MKT412', '4', 'SKI', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC510', '15']
['3025.', 'MKT412', '5', 'ZTK', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC208', '0']
['3026.', 'MKT412', '6', 'ZTK', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC506', '0']
['3027.', 'MKT450', '2', 'RfE', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC509', '4']
['3028.', 'MKT460', '1', 'Mbt', 'MW', '08:00', 'AM', '-', '09:00', 'AM', 'NAC208', '19']
['3029.', 'MKT460', '2', 'Mbt', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC510', '0']
['3030.', 'MKT460', '3', 'RfE', 'MW', '08:00', 'AM', '-', '09:00', 'AM', 'NAC306', '0']
['3031.', 'MKT460', '4', 'RfE', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC306', '0']
['3032.', 'MKT460', '5', 'SeH', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC303', '0']
['3033.', 'MKT460', '6', 'SeH', 'ST', '03:00', 'PM', '-', '04:00', 'PM', 'NAC303', '0']
['3034.', 'MKT460', '7', 'SeH', 'ST', '05:20', 'PM', '-', '06:20', 'PM', 'NAC303', '6']
['3035.', 'MKT460', '8', 'Sne', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC306', '9']
['3036.', 'MKT460', '9', 'Sne', 'MW', '05:20', 'PM', '-', '06:20', 'PM', 'NAC306', '21']
['3037.', 'MKT460', '10', 'ZMC', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC208', '0']
['3038.', 'MKT465', '1', 'Onf', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC207', '2']
['3039.', 'MKT465', '2', 'Onf', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC207', '0']
['3040.', 'MKT465', '3', 'SeH', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC510', '0']
['3041.', 'MKT465', '4', 'SeH', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC509', '23']
['3042.', 'MKT465', '5', 'ZTK', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC510', '0']
['3043.', 'MKT465', '6', 'ZTK', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC510', '0']
['3044.', 'MKT470', '1', 'DNA', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC306', '0']
['3045.', 'MKT470', '2', 'DNA', 'ST', '04:10', 'PM', '-', '05:10', 'PM', 'NAC306', '12']
['3046.', 'MKT470', '3', 'DSr', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC509', '0']
['3047.', 'MKT470', '4', 'DSr', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC509', '0']
['3048.', 'MKT470', '5', 'TyH', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC508', '8']
['3049.', 'MKT470', '6', 'TyH', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC508', '1']
['3050.', 'MKT470', '7', 'TyH', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC508', '0']
['3051.', 'MKT470', '8', 'MHHS', 'ST', '05:20', 'PM', '-', '06:20', 'PM', 'NAC306', '6']
['3052.', 'MKT470', '9', 'KNM1', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC511', '0']
['3053.', 'MKT470', '10', 'KNM1', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC508', '0']
['3054.', 'MKT475', '1', 'KNM1', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC303', '17']
['3055.', 'MKT621', '1', 'SRf', 'S', '07:00', 'PM', '-', '09:00', 'PM', 'NAC605', '1']
['3056.', 'MKT621', '2', 'AMM3', 'A', '07:00', 'PM', '-', '09:00', 'PM', 'NAC617', '10']
['3057.', 'MKT623', '1', 'DNA', 'W', '07:00', 'PM', '-', '09:00', 'PM', 'NAC602', '4']
['3058.', 'MKT624', '1', 'BkR', 'M', '07:00', 'PM', '-', '09:00', 'PM', 'NAC620', '0']
['3059.', 'MKT624', '2', 'BkR', 'R', '07:00', 'PM', '-', '09:00', 'PM', 'NAC503', '3']
['3060.', 'MKT624', '3', 'Rfu', 'T', '07:00', 'PM', '-', '09:00', 'PM', 'NAC618', '4']
['3061.', 'MKT627', '1', 'DSr', 'W', '07:00', 'PM', '-', '09:00', 'PM', 'NAC507', '8']
['3062.', 'MKT627', '2', 'MIHn', 'F', '10:00', 'AM', '-', '12:00', 'PM', 'NAC619', '15']
['3063.', 'MKT628', '1', 'KNM1', 'S', '07:00', 'PM', '-', '09:00', 'PM', 'NAC604', '3']
['3064.', 'MKT628', '2', 'SRf', 'T', '07:00', 'PM', '-', '09:00', 'PM', 'NAC605', '20']
['3065.', 'MKT633', '1', 'TyH', 'W', '07:00', 'PM', '-', '09:00', 'PM', 'NAC605', '21']
['3066.', 'MKT633', '2', 'Miz', 'A', '04:40', 'PM', '-', '06:40', 'PM', 'NAC603', '16']
['3067.', 'MKT633', '3', 'AMM3', 'F', '07:00', 'PM', '-', '09:00', 'PM', 'NAC993', '11']
['3068.', 'MKT634', '1', 'DNA', 'R', '07:00', 'PM', '-', '09:00', 'PM', 'NAC602', '19']
['3069.', 'MKT634', '2', 'BkR', 'S', '07:00', 'PM', '-', '09:00', 'PM', 'NAC502', '3']
['3070.', 'MKT636', '1', 'NzH1', 'F', '02:30', 'PM', '-', '04:30', 'PM', 'NAC513', '0']
['3071.', 'MKT636', '2', 'NzH1', 'F', '07:00', 'PM', '-', '09:00', 'PM', 'NAC513', '7']
['3072.', 'PAD201', '1', 'RzK', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC602', '1']
['3073.', 'PAD201', '2', 'NzM', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC504', '0']
['3074.', 'PAD201', '3', 'SuA2', 'RA', '09:10', 'AM', '-', '10:10', 'AM', 'NAC504', '0']
['3075.', 'PAD201', '4', 'SuA2', 'RA', '10:20', 'AM', '-', '11:20', 'AM', 'NAC504', '0']
['3076.', 'PAD201', '5', 'KAA3', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'NAC1078', '0']
['3077.', 'PAD201', '6', 'FRI', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC601', '0']
['3078.', 'PAD201', '7', 'FRI', 'MW', '05:20', 'PM', '-', '06:20', 'PM', 'NAC311', '1']
['3079.', 'PBH101', '1', 'SbS', 'ST', '04:10', 'PM', '-', '05:10', 'PM', 'NAC620', '0']
['3080.', 'PBH101', '2', 'SzP', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC620', '0']
