	Course	Section	Faculty	Time	Room	Seats Available	
['1391.', 'ECO101', '30', 'Muf', 'ST', '03:00', 'PM', '-', '04:00', 'PM', 'NAC409', '0']
['1392.', 'ECO101', '31', 'PSk', 'ST', '03:00', 'PM', '-', '04:00', 'PM', 'NAC510', '0']
['1393.', 'ECO101', '32', 'RfAh', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC605', '0']
['1394.', 'ECO101', '33', 'Abt', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC307', '0']
['1395.', 'ECO101', '34', 'Stq', 'MW', '08:00', 'AM', '-', '09:00', 'AM', 'NAC409', '1']
['1396.', 'ECO101', '35', 'Abt', 'RA', '04:10', 'PM', '-', '05:10', 'PM', 'NAC408', '0']
['1397.', 'ECO101', '36', 'TPA', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC408', '0']
['1398.', 'ECO101', '37', 'SaKn', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC203', '0']
['1399.', 'ECO101', '38', 'AAR', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC409', '2']
['1400.', 'ECO101', '39', 'SaKn', 'ST', '03:00', 'PM', '-', '04:00', 'PM', 'NAC408', '0']
['1401.', 'ECO101', '40', 'SaKn', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC408', '1']
['1402.', 'ECO101', '41', 'SaKn', 'RA', '04:10', 'PM', '-', '05:10', 'PM', 'NAC409', '1']
['1403.', 'ECO101', '42', 'KNz', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC409', '1']
['1404.', 'ECO101', '43', 'Nnm', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC408', '0']
['1405.', 'ECO101', '44', 'MUK', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC408', '0']
['1406.', 'ECO101', '45', 'MUK', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC605', '0']
['1407.', 'ECO101', '46', 'ABA', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC409', '0']
['1408.', 'ECO101', '47', 'CNq', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC511', '0']
['1409.', 'ECO101', '48', 'PSk', 'ST', '04:10', 'PM', '-', '05:10', 'PM', 'NAC307', '2']
['1410.', 'ECO101', '49', 'SME', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC409', '0']
['1411.', 'ECO101', '50', 'TPA', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC408', '0']
['1412.', 'ECO101', '51', 'Ans', 'MW', '08:00', 'AM', '-', '09:00', 'AM', 'NAC307', '0']
['1413.', 'ECO101', '52', 'AAR', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'NAC509', '0']
['1414.', 'ECO101', '53', 'CNq', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC511', '0']
['1415.', 'ECO101', '54', 'SME', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC510', '0']
['1416.', 'ECO101', '55', 'NzM1', 'ST', '04:10', 'PM', '-', '05:10', 'PM', 'NAC510', '0']
['1417.', 'ECO101', '56', 'ABA', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'SAC202', '0']
['1418.', 'ECO101', '57', 'Mzq', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'SAC201', '1']
['1419.', 'ECO101', '60', 'RsA', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC991', '1']
['1420.', 'ECO101', '63', 'AHn', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC315', '0']
['1421.', 'ECO103', '1', 'MSSk', 'ST', '04:10', 'PM', '-', '05:10', 'PM', 'SAC316', '0']
['1422.', 'ECO103', '2', 'MSSk', 'ST', '05:20', 'PM', '-', '06:20', 'PM', 'SAC316', '5']
['1423.', 'ECO104', '1', 'Stq', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC605', '0']
['1424.', 'ECO104', '2', 'Stq', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC203', '0']
['1425.', 'ECO104', '3', 'MCw', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'NAC415', '1']
['1426.', 'ECO104', '4', 'PSk', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC619A', '4']
['1427.', 'ECO104', '5', 'ABA', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC307', '0']
['1428.', 'ECO104', '6', 'MCw', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC408', '0']
['1429.', 'ECO104', '7', 'HHn', 'ST', '04:10', 'PM', '-', '05:10', 'PM', 'NAC408', '0']
['1430.', 'ECO104', '8', 'Nnm', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC307', '0']
['1431.', 'ECO104', '9', 'JVHn', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC202', '0']
['1432.', 'ECO104', '10', 'Nnm', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC619A', '1']
['1433.', 'ECO104', '11', 'CNq', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC301', '0']
['1434.', 'ECO104', '12', 'RsA', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC621', '0']
['1435.', 'ECO104', '13', 'PSk', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC409', '1']
['1436.', 'ECO104', '14', 'RsA', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC605', '0']
['1437.', 'ECO104', '15', 'ABA', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC203', '0']
['1438.', 'ECO104', '16', 'Niq', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC604', '0']
['1439.', 'ECO104', '17', 'CNq', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC215', '0']
['1440.', 'ECO104', '18', 'PSk', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC619', '1']
['1441.', 'ECO104', '19', 'ABA', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'NAC508', '0']
['1442.', 'ECO104', '20', 'JVHn', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC307', '0']
['1443.', 'ECO104', '21', 'Niq', 'MW', '08:00', 'AM', '-', '09:00', 'AM', 'NAC510', '0']
['1444.', 'ECO104', '22', 'Nnm', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC603', '0']
['1445.', 'ECO104', '23', 'HHn', 'MW', '12:40', 'PM', '-', '01:40', 'PM', 'NAC409', '0']
['1446.', 'ECO104', '24', 'JVHn', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC203', '0']
['1447.', 'ECO104', '25', 'Ans', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC604', '2']
['1448.', 'ECO104', '27', 'MnA2', 'RA', '08:00', 'AM', '-', '09:00', 'AM', 'NAC408', '1']
['1449.', 'ECO104', '28', 'MnA2', 'RA', '10:20', 'AM', '-', '11:20', 'AM', 'NAC409', '0']
['1450.', 'ECO104', '29', 'AMi', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC203', '4']
['1451.', 'ECO104', '31', 'JVHn', 'ST', '04:10', 'PM', '-', '05:10', 'PM', 'NAC509', '0']
['1452.', 'ECO135', '1', 'KNz', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC415', '0']
['1453.', 'ECO135', '2', 'Abt', 'RA', '05:20', 'PM', '-', '06:20', 'PM', 'NAC409', '20']
['1454.', 'ECO135', '3', 'KNz', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC604', '1']
['1455.', 'ECO172', '1', 'RsA', 'ST', '01:50', 'PM', '-', '02:50', 'PM', 'NAC408', '0']
['1456.', 'ECO172', '2', 'Mzq', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'NAC409', '11']
['1457.', 'ECO173', '1', 'MCw', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC307', '0']
['1458.', 'ECO173', '2', 'HHn', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC619A', '21']
['1459.', 'ECO201', '1', 'MUK', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC409', '0']
['1460.', 'ECO201', '2', 'RfAh', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'NAC408', '20']
['1461.', 'ECO204', '1', 'AtR', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC605', '0']
['1462.', 'ECO245', '1', 'CNq', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC621', '0']
['1463.', 'ECO245', '2', 'Mzq', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC619', '18']
['1464.', 'ECO301', '1', 'RfAh', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC619', '2']
['1465.', 'ECO304', '1', 'MCw', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'NAC409', '4']
['1466.', 'ECO317', '1', 'MCw', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC619', '1']
['1467.', 'ECO328', '1', 'JVHn', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC603', '5']
['1468.', 'ECO328', '2', 'JVHn', 'ST', '03:00', 'PM', '-', '04:00', 'PM', 'NAC307', '5']
['1469.', 'ECO348', '1', 'Muf', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'NAC409', '1']
['1470.', 'ECO354', '1', 'AAR', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC409', '14']
['1471.', 'ECO372', '1', 'GrG', 'ST', '04:10', 'PM', '-', '05:10', 'PM', 'NAC409', '23']
['1472.', 'ECO372', '2', 'SME', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC619', '0']
['1473.', 'ECO406', '1', 'AAR', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'NAC508', '6']
['1474.', 'ECO414', '1', 'Muf', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC605', '1']
['1475.', 'ECO415', '1', 'SBn', 'MW', '01:50', 'PM', '-', '02:50', 'PM', 'NAC619A', '0']
['1476.', 'ECO441', '1', 'TPA', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'NAC605', '23']
['1477.', 'ECO484', '1', 'Muf', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'NAC621', '13']
['1478.', 'ECO490', '1', 'AtR', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'NAC409', '7']
['1479.', 'ECO495', '1', 'AtR', 'TBA', 'TBA', '10']
['1480.', 'ECO495', '2', 'GrG', 'TBA', 'TBA', '10']
['1481.', 'ECO495', '3', 'AAR', 'TBA', 'TBA', '10']
['1482.', 'ECO495', '4', 'HUA', 'TBA', 'TBA', '10']
['1483.', 'ECO495', '5', 'NzM1', 'TBA', 'TBA', '10']
['1484.', 'ECO495', '6', 'Muf', 'TBA', 'TBA', '10']
['1485.', 'ECO495', '7', 'SBn', 'TBA', 'TBA', '10']
['1486.', 'ECO495', '8', 'MUK', 'TBA', 'TBA', '10']
['1487.', 'ECO495', '9', 'AKP', 'TBA', 'TBA', '10']
['1488.', 'ECO495', '10', 'KNz', 'TBA', 'TBA', '10']
['1489.', 'ECO495', '11', 'MCw', 'TBA', 'TBA', '10']
['1490.', 'ECO495', '12', 'SME', 'TBA', 'TBA', '10']
['1491.', 'ECO495', '13', 'TPA', 'TBA', 'TBA', '10']
['1492.', 'ECO495', '14', 'JVHn', 'TBA', 'TBA', '10']
['1493.', 'ECO495', '15', 'TBA', 'TBA', 'TBA', '10']
['1494.', 'ECO495', '16', 'TBA', 'TBA', 'TBA', '10']
['1495.', 'ECO495', '17', 'TBA', 'TBA', 'TBA', '10']
['1496.', 'ECO496', '1', 'AtR', 'TBA', 'TBA', '10']
['1497.', 'ECO496', '2', 'GrG', 'TBA', 'TBA', '10']
['1498.', 'ECO496', '3', 'AAR', 'TBA', 'TBA', '10']
['1499.', 'ECO496', '4', 'HUA', 'TBA', 'TBA', '10']
['1500.', 'ECO496', '5', 'NzM1', 'TBA', 'TBA', '10']
['1501.', 'ECO496', '6', 'Muf', 'TBA', 'TBA', '8']
['1502.', 'ECO496', '7', 'SBn', 'TBA', 'TBA', '10']
['1503.', 'ECO496', '8', 'MUK', 'TBA', 'TBA', '10']
['1504.', 'ECO496', '9', 'AKP', 'TBA', 'TBA', '10']
['1505.', 'ECO496', '10', 'KNz', 'TBA', 'TBA', '10']
['1506.', 'ECO496', '11', 'MCw', 'TBA', 'TBA', '10']
['1507.', 'ECO496', '12', 'SME', 'TBA', 'TBA', '10']
['1508.', 'ECO496', '13', 'TPA', 'TBA', 'TBA', '10']
['1509.', 'ECO496', '14', 'JVHn', 'TBA', 'TBA', '10']
['1510.', 'ECO496', '15', 'TBA', 'TBA', 'TBA', '10']
['1511.', 'ECO496', '16', 'TBA', 'TBA', 'TBA', '10']
['1512.', 'ECO496', '17', 'TBA', 'TBA', 'TBA', '10']
['1513.', 'ECO499', '1', 'AtR', 'TBA', 'TBA', '10']
['1514.', 'ECO499', '2', 'GrG', 'TBA', 'TBA', '10']
['1515.', 'ECO499', '3', 'AAR', 'TBA', 'TBA', '10']
['1516.', 'ECO499', '4', 'HUA', 'TBA', 'TBA', '10']
['1517.', 'ECO499', '5', 'NzM1', 'TBA', 'TBA', '10']
['1518.', 'ECO499', '6', 'Muf', 'TBA', 'TBA', '10']
['1519.', 'ECO499', '7', 'SBn', 'TBA', 'TBA', '10']
['1520.', 'ECO499', '8', 'MUK', 'TBA', 'TBA', '10']
['1521.', 'ECO499', '9', 'AKP', 'TBA', 'TBA', '10']
['1522.', 'ECO499', '10', 'KNz', 'TBA', 'TBA', '10']
['1523.', 'ECO499', '11', 'MCw', 'TBA', 'TBA', '10']
['1524.', 'ECO499', '12', 'SME', 'TBA', 'TBA', '10']
['1525.', 'ECO499', '13', 'TPA', 'TBA', 'TBA', '10']
['1526.', 'ECO499', '14', 'JVHn', 'TBA', 'TBA', '10']
['1527.', 'ECO499', '15', 'TBA', 'TBA', 'TBA', '10']
['1528.', 'ECO502', '1', 'GrG', 'S', '07:00', 'PM', '-', '09:00', 'PM', 'NAC408', '13']
['1529.', 'ECO503', '1', 'RfAh', 'W', '07:00', 'PM', '-', '09:00', 'PM', 'NAC408', '18']
['1530.', 'ECO512', '1', 'AKP', 'A', '02:30', 'PM', '-', '04:30', 'PM', 'NAC415', '15']
['1531.', 'ECO514', '1', 'AtR', 'S', '07:00', 'PM', '-', '09:00', 'PM', 'NAC409', '26']
['1532.', 'ECO614', '1', 'GrG', 'T', '07:00', 'PM', '-', '09:00', 'PM', 'NAC408', '14']
['1533.', 'ECO631', '2', 'AtR', 'A', '02:30', 'PM', '-', '04:30', 'PM', 'NAC621', '21']
['1534.', 'ECO682', '1', 'TPA', 'M', '07:00', 'PM', '-', '09:00', 'PM', 'NAC408', '3']
['1535.', 'ECO695', '1', 'AtR', 'TBA', 'TBA', '10']
['1536.', 'ECO695', '2', 'GrG', 'TBA', 'TBA', '5']
['1537.', 'ECO695', '3', 'AAR', 'TBA', 'TBA', '10']
['1538.', 'ECO695', '4', 'HUA', 'TBA', 'TBA', '10']
['1539.', 'ECO695', '5', 'NzM1', 'TBA', 'TBA', '10']
['1540.', 'ECO695', '6', 'Muf', 'TBA', 'TBA', '7']
['1541.', 'ECO695', '7', 'SBn', 'TBA', 'TBA', '10']
['1542.', 'ECO695', '8', 'MUK', 'TBA', 'TBA', '10']
['1543.', 'ECO695', '9', 'AKP', 'TBA', 'TBA', '9']
['1544.', 'ECO695', '10', 'KNz', 'TBA', 'TBA', '9']
['1545.', 'ECO695', '11', 'MCw', 'TBA', 'TBA', '10']
['1546.', 'ECO695', '12', 'SME', 'TBA', 'TBA', '8']
['1547.', 'ECO695', '13', 'TPA', 'TBA', 'TBA', '10']
['1548.', 'ECO695', '14', 'JVHn', 'TBA', 'TBA', '10']
['1549.', 'ECO695', '15', 'TBA', 'TBA', 'TBA', '10']
['1550.', 'ECO695', '16', 'TBA', 'TBA', 'TBA', '10']
['1551.', 'ECO695', '17', 'TBA', 'TBA', 'TBA', '10']
['1552.', 'ECO699', '1', 'AtR', 'TBA', 'TBA', '10']
['1553.', 'ECO699', '2', 'GrG', 'TBA', 'TBA', '10']
['1554.', 'ECO699', '3', 'AAR', 'TBA', 'TBA', '10']
['1555.', 'ECO699', '4', 'HUA', 'TBA', 'TBA', '10']
['1556.', 'ECO699', '5', 'NzM1', 'TBA', 'TBA', '10']
['1557.', 'ECO699', '6', 'Muf', 'TBA', 'TBA', '10']
['1558.', 'ECO699', '7', 'SBn', 'TBA', 'TBA', '10']
['1559.', 'ECO699', '8', 'MUK', 'TBA', 'TBA', '10']
['1560.', 'ECO699', '9', 'AKP', 'TBA', 'TBA', '10']
['1561.', 'ECO699', '10', 'KNz', 'TBA', 'TBA', '10']
['1562.', 'ECO699', '11', 'MCw', 'TBA', 'TBA', '10']
['1563.', 'ECO699', '12', 'SME', 'TBA', 'TBA', '10']
['1564.', 'ECO699', '13', 'TPA', 'TBA', 'TBA', '10']
['1565.', 'ECO699', '14', 'JVHn', 'TBA', 'TBA', '10']
['1566.', 'ECO699', '15', 'TBA', 'TBA', 'TBA', '10']
['1567.', 'ECO699', '16', 'TBA', 'TBA', 'TBA', '10']
['1568.', 'ECO699', '17', 'TBA', 'TBA', 'TBA', '10']
['1569.', 'EEE111/ETE111', '1', 'lih', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'SAC308', '3']
['1570.', 'EEE111/ETE111', '2', 'lih', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'SAC308', '0']
['1571.', 'EEE111/ETE111', '3', 'lih', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'SAC308', '1']
['1572.', 'EEE111/ETE111', '4', 'Rtk', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'SAC205', '0']
['1573.', 'EEE111/ETE111', '5', 'MHUd', 'RA', '09:10', 'AM', '-', '10:10', 'AM', 'NAC209', '0']
['1574.', 'EEE111/ETE111', '6', 'MHUd', 'RA', '10:20', 'AM', '-', '11:20', 'AM', 'NAC216', '0']
['1575.', 'EEE111/ETE111', '7', 'SMU1', 'RA', '10:20', 'AM', '-', '11:20', 'AM', 'NAC991', '0']
['1576.', 'EEE111/ETE111', '13', 'DMM', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'SAC205', '0']
['1577.', 'EEE111/ETE111', '16', 'Rtk', 'ST', '10:20', 'AM', '-', '11:20', 'AM', 'SAC206', '0']
['1578.', 'EEE111/ETE111', '18', 'lih', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'SAC308', '7']
['1579.', 'EEE111L/ETE111L', '18', 'lih', 'S', '10:20', 'AM', '-', '12:30', 'PM', 'SAC506', '9']
['1580.', 'EEE141/ETE141', '1', 'KAS', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'SAC307', '1']
['1581.', 'EEE141/ETE141', '2', 'mtn', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'SAC311', '1']
['1582.', 'EEE141/ETE141', '3', 'mtn', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'SAC311', '0']
['1583.', 'EEE141/ETE141', '4', 'Rtk', 'MW', '09:10', 'AM', '-', '10:10', 'AM', 'SAC204', '0']
['1584.', 'EEE141/ETE141', '5', 'Rtk', 'MW', '10:20', 'AM', '-', '11:20', 'AM', 'SAC204', '0']
['1585.', 'EEE141/ETE141', '7', 'AJH', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC990', '0']
['1586.', 'EEE141/ETE141', '10', 'SSH1', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'NAC992', '0']
['1587.', 'EEE141/ETE141', '11', 'SSH1', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC991', '0']
['1588.', 'EEE141/ETE141', '18', 'Mdy', 'ST', '05:20', 'PM', '-', '06:20', 'PM', 'SAC308', '0']
['1589.', 'EEE141/ETE141', '22', 'KMM', 'MW', '08:00', 'AM', '-', '09:00', 'AM', 'SAC310', '0']
['1590.', 'EEE154', '1', 'NIN', 'R', '09:10', 'AM', '-', '10:10', 'AM', 'LIB608', '0']
['1591.', 'EEE154', '2', 'Mun', 'R', '03:00', 'PM', '-', '04:00', 'PM', 'LIB608', '0']
['1592.', 'EEE154', '3', 'Mun', 'R', '04:10', 'PM', '-', '05:10', 'PM', 'LIB608', '0']
['1593.', 'EEE154', '4', 'AKd1', 'M', '10:20', 'AM', '-', '11:20', 'AM', 'LIB608', '0']
['1594.', 'EEE154', '5', 'AKd1', 'W', '10:20', 'AM', '-', '11:20', 'AM', 'LIB608', '0']
['1595.', 'EEE154', '6', 'MSRH', 'A', '08:00', 'AM', '-', '09:00', 'AM', 'LIB608', '1']
['1596.', 'EEE154', '7', 'MSRH', 'A', '09:10', 'AM', '-', '10:10', 'AM', 'LIB608', '1']
['1597.', 'EEE154', '8', 'MSRH', 'A', '10:20', 'AM', '-', '11:20', 'AM', 'LIB608', '2']
['1598.', 'EEE154', '9', 'MSRH', 'A', '11:30', 'AM', '-', '12:30', 'PM', 'LIB608', '0']
['1599.', 'EEE154', '10', 'MSRH', 'A', '01:50', 'PM', '-', '02:50', 'PM', 'LIB608', '0']
['1600.', 'EEE154', '11', 'MSRH', 'T', '08:00', 'AM', '-', '09:00', 'AM', 'LIB608', '0']
['1601.', 'EEE154', '12', 'NS', 'M', '08:00', 'AM', '-', '09:00', 'AM', 'LIB608', '0']
['1602.', 'EEE154', '13', 'NS', 'W', '08:00', 'AM', '-', '09:00', 'AM', 'LIB608', '0']
['1603.', 'EEE154', '14', 'NS', 'M', '09:10', 'AM', '-', '10:10', 'AM', 'LIB608', '0']
['1604.', 'EEE154', '15', 'NS', 'W', '09:10', 'AM', '-', '10:10', 'AM', 'LIB608', '0']
['1605.', 'EEE154', '16', 'NS', 'M', '11:30', 'AM', '-', '12:30', 'PM', 'LIB608', '0']
['1606.', 'EEE154', '17', 'NS', 'W', '11:30', 'AM', '-', '12:30', 'PM', 'LIB608', '0']
['1607.', 'EEE154', '18', 'SMMI', 'R', '12:40', 'PM', '-', '01:40', 'PM', 'LIB608', '0']
['1608.', 'EEE154', '19', 'SMMI', 'A', '12:40', 'PM', '-', '01:40', 'PM', 'LIB608', '0']
['1609.', 'EEE154', '20', 'MSRH', 'A', '03:00', 'PM', '-', '04:00', 'PM', 'LIB608', '0']
['1610.', 'EEE154', '21', 'MSRH', 'A', '04:10', 'PM', '-', '05:10', 'PM', 'LIB608', '1']
['1611.', 'EEE154', '22', 'Siu', 'W', '01:50', 'PM', '-', '02:50', 'PM', 'LIB608', '1']
['1612.', 'EEE221/ETE221', '2', 'Mdy', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'SAC310', '0']
['1613.', 'EEE241/ETE241', '3', 'IqR', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'SAC511', '0']
['1614.', 'EEE241/ETE241', '5', 'SAMd', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'SAC206', '0']
['1615.', 'EEE312/ETE312', '1', 'AyH', 'RA', '08:00', 'AM', '-', '09:00', 'AM', 'SAC309', '0']
['1616.', 'EEE312/ETE312', '2', 'AyH', 'RA', '09:10', 'AM', '-', '10:10', 'AM', 'SAC309', '0']
['1617.', 'EEE361/ETE361', '1', 'Mdy', 'ST', '12:40', 'PM', '-', '01:40', 'PM', 'SAC310', '1']
['1618.', 'EEE361/ETE361', '2', 'Mdy', 'ST', '04:10', 'PM', '-', '05:10', 'PM', 'SAC308', '0']
['1619.', 'EEE362', '1', 'MEZ', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'SAC207', '4']
['1620.', 'EEE362', '2', 'AJH', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'SAC513', '0']
['1621.', 'EEE362L', '1', 'MEZ', 'M', '08:00', 'AM', '-', '10:10', 'AM', 'SAC501', '6']
['1622.', 'EEE362L', '2', 'AJH', 'M', '12:40', 'PM', '-', '02:50', 'PM', 'SAC501', '1']
['1623.', 'EEE363', '1', 'Aqu', 'ST', '08:00', 'AM', '-', '09:00', 'AM', 'SAC310', '0']
['1624.', 'EEE363', '2', 'Aqu', 'ST', '09:10', 'AM', '-', '10:10', 'AM', 'SAC310', '0']
['1625.', 'EEE363L', '1', 'Aqu', 'S', '10:20', 'AM', '-', '12:30', 'PM', 'SAC501', '11']
['1626.', 'EEE363L', '2', 'Aqu', 'M', '10:20', 'AM', '-', '12:30', 'PM', 'SAC501', '22']
['1627.', 'EEE452', '1', 'Rkz', 'ST', '04:10', 'PM', '-', '05:10', 'PM', 'SAC307', '1']
['1628.', 'EEE452', '2', 'Rkz', 'MW', '04:10', 'PM', '-', '05:10', 'PM', 'SAC307', '0']
['1629.', 'EEE452', '3', 'Rkz', 'RA', '10:20', 'AM', '-', '11:20', 'AM', 'SAC307', '0']
['1630.', 'EEE452', '4', 'Rkz', 'RA', '11:30', 'AM', '-', '12:30', 'PM', 'SAC307', '0']
['1631.', 'EEE452', '5', 'NqH', 'MW', '08:00', 'AM', '-', '09:00', 'AM', 'SAC513', '0']
['1632.', 'EEE452', '6', 'NqH', 'MW', '11:30', 'AM', '-', '12:30', 'PM', 'NAC201', '0']
['1633.', 'EEE452', '7', 'FKr', 'MW', '03:00', 'PM', '-', '04:00', 'PM', 'SAC311', '0']
['1634.', 'EEE452', '8', 'FKr', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'SAC310', '0']
['1635.', 'EEE452', '9', 'FKr', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'SAC310', '0']
['1636.', 'EEE452', '10', 'Rkz', 'MW', '05:20', 'PM', '-', '06:20', 'PM', 'SAC307', '0']
['1637.', 'EEE462', '1', 'MDRN', 'RA', '01:50', 'PM', '-', '02:50', 'PM', 'SAC207', '3']
['1638.', 'EEE462', '2', 'MDRN', 'RA', '03:00', 'PM', '-', '04:00', 'PM', 'NAC503', '2']
['1639.', 'EEE465', '1', 'MDRN', 'RA', '12:40', 'PM', '-', '01:40', 'PM', 'SAC309', '0']
['1640.', 'EEE465', '2', 'MDRN', 'RA', '04:10', 'PM', '-', '05:10', 'PM', 'NAC204', '0']
['1641.', 'EEE494', '1', 'SnS1', 'ST', '11:30', 'AM', '-', '12:30', 'PM', 'NAC993', '4']
['1642.', 'EEE498R', '1', 'TBA', 'TBA', 'TBA', '0']
['1643.', 'EEE498R', '2', 'TBA', 'TBA', 'TBA', '0']
['1644.', 'EEE498R', '3', 'TBA', 'TBA', 'TBA', '33']
['1645.', 'EEE498R', '4', 'TBA', 'TBA', 'TBA', '34']
['1646.', 'EEE498R', '5', 'TBA', 'TBA', 'TBA', '37']
['1647.', 'EEE498R', '6', 'TBA', 'TBA', 'TBA', '31']
['1648.', 'EEE540/ETE509', '1', 'KMM', 'T', '07:00', 'PM', '-', '09:00', 'PM', 'SAC206', '22']
['1649.', 'EEE552', '1', 'AJH', 'M', '07:00', 'PM', '-', '09:00', 'PM', 'SAC205', '17']
['1650.', 'EEE600', '1', 'Aqu', 'TBA', 'TBA', '0']
['1651.', 'EMB500', '3', 'TBA', 'F', '11:15', 'AM', '-', '01:15', 'PM', 'NAC1077', '40']
['1652.', 'EMB501', '1', 'AbSa', 'R', '07:00', 'PM', '-', '09:00', 'PM', 'NAC617', '1']
['1653.', 'EMB502', '1', 'KJZ', 'F', '10:00', 'AM', '-', '12:00', 'PM', 'NAC601', '14']
['1654.', 'EMB510', '1', 'AWKm', 'F', '07:00', 'PM', '-', '09:00', 'PM', 'NAC603', '2']
